ngo_id,funding_ratio,avg_student_income,disbursement_velocity_days,application_backlog,impact_score
173f4596-4ada-4f6b-a7de-e9e9313b475f,0.5305149858503487,18984.162109408946,15.337993309520057,12,67.14
4ec7dcf1-1b34-4961-96d4-a15d0789533e,0.37283709911735896,64590.16633848447,28.526843801057794,14,54.17
b253c36c-fdd7-400c-be39-5aeeaa1d0dce,0.6239386310072571,51690.298703247536,13.802657730202213,15,49.9
19849480-012f-4314-ae71-a5faa662d5e7,0.23995136371498793,73138.8723808335,27.752094822411205,16,72.61
a55b94ec-60cf-4290-b03c-21ce90cc4db5,0.8254246170924484,147447.39350209202,6.858231250285894,19,46.8
8b52e140-e8a1-4914-b526-8ad8aa027c25,0.16641793139009703,18696.225004920587,9.757563542174118,12,81.63
f3e750b3-b377-43a3-a3dd-95ec1c671dc0,0.7648449626880856,97161.73670093575,32.05746040147903,18,41.08
527787b5-0358-421e-9c9f-7a7c63182629,0.2659055692091168,53977.55294929211,1.0,18,71.47
69640966-7d59-444f-8be2-91529de91b33,0.2974357078700166,114066.40929929998,14.226757674276154,9,59.16
0b42638c-162c-41ef-bce8-9901aed22181,0.5643551823203249,153166.5501233801,21.396773042070734,15,41.66
e678d98a-e2eb-4614-b4dc-60a5a06e4a99,0.8152002060667988,46331.802338150075,11.236810908238413,18,54.35
0b3ae309-8115-4fbf-8c69-5c1b8e1c65bb,0.12714564441397536,27028.263666462615,38.276457765492495,18,85.69
71c13159-8631-4e99-91fa-7fa00ead51b2,0.5368931891759413,63353.108163823184,45.755742866592925,12,51.55
fbe8a6c0-8a8c-43c8-b9e3-a226f40fc963,0.4099811609255736,226308.53417906855,22.550829188954694,15,49.65
461d0784-96d7-4052-9870-e521719b0e39,0.2015642116422754,157711.99007054704,5.557953254966153,11,56.57
e9a0cb60-89f6-42e6-873a-9587bdf153ea,0.5298822750072113,59748.64207290277,28.117804323761217,21,51.35
7c108839-9705-444e-81c4-723f83237b0c,0.19918518214913697,48636.458355243354,57.5290803416053,21,71.93
a93fb82a-ecdf-4d85-ace5-00383e29b97f,0.48965155263775206,51664.20268645787,17.33700915272892,21,62.14
e2b7dd7f-7e0a-471f-911b-6da527d4c226,0.24871560188781885,28621.102381917135,14.79718937395173,10,79.58
630eaf1b-59fe-4baf-88cd-2719b1166f98,0.3116013217583865,151420.9861659711,7.299496469913468,19,66.17
02c47336-c928-41c9-bbfa-228818fc481b,0.3951127321242718,175243.73949115103,20.582020345479638,13,48.49
423a5904-c6a8-4119-831f-7830eee78ffe,0.5850214955497337,59295.57363924527,15.178573659688645,14,65.0
d8bbdb5f-a8ed-422e-8590-dff64e6e320f,0.23046820501091309,54146.83923349346,1.2049312608228824,15,69.44
d40583c5-1bc6-409f-855a-292de89166b8,0.458253526797481,46229.84956933332,26.891624831843608,17,58.32
0ecd202e-1f8d-4ec8-ae6b-865258895a9c,0.304970821898394,56370.86175710126,4.927865811755005,10,74.93
4694694b-a7b8-4aeb-b44a-d9c4968071c9,0.275815314132346,44885.09912012662,64.19761993383985,12,54.55
b61e63a9-144c-40e5-b51e-4ab1d5215e8c,0.5517361308532212,71384.55937625343,18.215711834623615,17,57.92
02f01535-a76f-41d7-bb50-2046a31f3f29,0.30314514969581546,151617.63669155372,13.84832145354322,21,64.53
fd34b3f9-ae98-4ce8-a36f-2d1dad95c54b,0.2795092567932292,139621.0238753635,17.585545505481544,11,65.01
ff9af422-951b-44ed-8642-3295bbbe2e0e,0.42528044963098366,41317.74734176509,16.75119952277876,15,63.77
ef9d95c1-655d-4d90-b15b-c8723cbf8ecc,0.1505989545993182,91258.16720467544,11.917309905522659,13,75.08
cf5b0641-cdd5-4e38-93a1-f6494f172e95,0.3115940837478511,135526.28306954444,3.250351586901328,14,55.05
0f86c7a1-b44a-417d-9715-3a6ec92828c2,0.46445656103927124,38107.61284394674,38.85865506950603,10,57.13
16775a6c-1a30-4acb-907a-0f98daafc755,0.0665787001839051,90502.57461399666,17.39684721819938,19,74.19
66660fd9-4492-4b25-865c-b9c953bb07a5,0.1868688201683179,213398.52018440835,33.913681818749744,20,53.25
d88768d0-6710-44bf-a706-3d25bbfd6c70,0.3165049802372794,66442.21808547936,3.7726246979885216,10,62.9
6c580e94-5739-4119-b4ed-29958cecb57c,0.5372831331370433,16085.574874616912,8.396662230309511,15,75.78
6804e35d-2c67-4dd0-b8f9-7ef2e1b8d519,0.9783633995401531,10788.280647387204,11.097369294705558,14,41.67
e9e4bfd6-736e-4b6b-8564-40ad8439c655,0.24339903908517102,103637.05191547904,5.71083620284429,16,67.06
1fa807c0-15db-490b-929d-af4676ccbae3,0.1041364432048284,88010.66339470883,26.855205474491896,22,71.86
d6ded5a3-3b80-43df-8a37-513db06d24fd,0.1152721212147315,93918.98728061098,13.403378332143372,12,61.81
eaaa13ae-2513-4b01-b835-8678c11ffb2e,0.2616502748794332,119542.82795555949,20.173380374566303,21,69.16
65e07389-e91a-4d6a-b660-00ae4252e91e,0.8151806204485177,24746.45025148566,9.602665864464191,19,52.39
ccfdd534-f3db-4789-b47d-cef142c29ea2,0.09248087017000983,42385.02678784495,34.92126977320333,12,74.43
c4cfd376-924d-4de7-b5bd-812456cae713,0.3535297599468962,113374.38386322797,29.164395530317798,17,59.59
0b3631d6-eaae-48b2-99f5-23cf1e16ddac,0.4699411900128049,145610.56807007073,26.252320999848166,11,42.31
e9fe5ce3-d184-4781-81b5-f5c16ca54367,0.22887497205597918,65807.67926882992,18.185774263194155,20,65.0
2bb13561-f0bb-4caa-b3dd-c63cf0e6abc7,0.5803295040275673,25698.245791520014,38.875415018781574,14,66.33
dd03862e-6474-47c2-861d-eedcdca13dc8,0.7268846403832344,106082.35788607849,29.414500438421282,17,45.39
533ebb36-bd45-432b-95aa-67e5bfb066b4,0.14390816695992742,84196.39068167706,15.543876080866516,8,56.27
7fded73b-106c-4c51-8e92-db52a4c7d1ea,0.5493362377250444,34662.063562136624,10.45197249323083,13,61.64
1dd73b1e-ca77-4552-b033-941ea74dd04e,0.44755926403605373,16532.653857155143,13.352014116603732,13,68.25
ca8d4046-b88a-4490-b1dd-d3215cabf6fd,0.33564954978214173,127644.12009744065,23.32289157409473,20,59.39
4a484321-354a-4bbe-afea-05a8f8aac8f5,0.2464374727820472,49317.687632607405,3.7401931078875177,15,63.42
338b718a-6f40-4914-adea-cd7a7c7a2751,0.69207874119433,93841.11560921004,8.064583922123353,17,51.87
